bam_file_list	vcf_list	sample_explanation_pop_explanation	groups	altitud
./bam/10026_1:C7U03ANXX:7:250516166.sort.bam	10026_1:C7U03ANXX:7:250516166	ZmTm198304_ZmTm1983	Zmx1980	1800
./bam/10026_2:C7U03ANXX:7:250516174.sort.bam	10026_2:C7U03ANXX:7:250516174	ZmTm198302_ZmTm1983	Zmx1980	1800
./bam/10026_3:C7U03ANXX:7:250516182.sort.bam	10026_3:C7U03ANXX:7:250516182	ZmTm198303_ZmTm1983	Zmx1980	1800
./bam/10036_1:C7U03ANXX:7:250516183.sort.bam	10036_1:C7U03ANXX:7:250516183	TbTp198304_TbTp1983	Zpr1980	980
./bam/10046_1:C7U03ANXX:7:250516127.sort.bam	10046_1:C7U03ANXX:7:250516127	ChTm198404_ChTm1984	Zmx1980	2390
./bam/10046_2:C7U03ANXX:7:250516135.sort.bam	10046_2:C7U03ANXX:7:250516135	ChTm198405_ChTm1984	Zmx1980	2390
./bam/10046_3:C7U03ANXX:7:250516143.sort.bam	10046_3:C7U03ANXX:7:250516143	ChTm198406_ChTm1984	Zmx1980	2390
./bam/10046_4:C7U03ANXX:7:250516151.sort.bam	10046_4:C7U03ANXX:7:250516151	ChTm198407_ChTm1984	Zmx1980	2390
./bam/10062_1:C7U03ANXX:7:250516170.sort.bam	10062_1:C7U03ANXX:7:250516170	PpTp1984a1_PpTp1984a	Zpr1980	1465
./bam/196_10:C872HANXX:7:250583018.sort.bam	196_10:C872HANXX:7:250583018	JaZd198001_JaZd1980	Zd	NA
./bam/196_11:C872HANXX:7:250583026.sort.bam	196_11:C872HANXX:7:250583026	JaZd198002_JaZd1980	Zd	NA
./bam/196_13:C872HANXX:7:250583034.sort.bam	196_13:C872HANXX:7:250583034	JaZd198003_JaZd1980	Zd	NA
./bam/196_14:C872HANXX:7:250583042.sort.bam	196_14:C872HANXX:7:250583042	JaZd198004_JaZd1980	Zd	NA
./bam/196_15:C872HANXX:7:250583050.sort.bam	196_15:C872HANXX:7:250583050	JaZd198005_JaZd1980	Zd	NA
./bam/196_8:C872HANXX:7:250583002.sort.bam	196_8:C872HANXX:7:250583002	JaZd198006_JaZd1980	Zd	NA
./bam/196_9:C872HANXX:7:250583010.sort.bam	196_9:C872HANXX:7:250583010	JaZd198007_JaZd1980	Zd	NA
./bam/197_26:C872HANXX:7:250583076.sort.bam	197_26:C872HANXX:7:250583076	JaZdJSG01_JaZdJSG	Zd	NA
./bam/197_27:C872HANXX:7:250583084.sort.bam	197_27:C872HANXX:7:250583084	JaZdJSG02_JaZdJSG	Zd	NA
./bam/197_28:C872HANXX:7:250583092.sort.bam	197_28:C872HANXX:7:250583092	JaZdJSG03_JaZdJSG	Zd	NA
./bam/197_29:C872HANXX:7:250583005.sort.bam	197_29:C872HANXX:7:250583005	JaZdJSG04_JaZdJSG	Zd	NA
./bam/197_30:C872HANXX:7:250583013.sort.bam	197_30:C872HANXX:7:250583013	JaZdJSG05_JaZdJSG	Zd	NA
./bam/219_2:C7U03ANXX:7:250516123.sort.bam	219_2:C7U03ANXX:7:250516123	PpNa194302_PpNa1943	LR<1960	982
./bam/219_3:C7U03ANXX:7:250516131.sort.bam	219_3:C7U03ANXX:7:250516131	PpNa194303_PpNa1943	LR<1960	982
./bam/219_4:C7U03ANXX:7:250516139.sort.bam	219_4:C7U03ANXX:7:250516139	PpNa194304_PpNa1943	LR<1960	982
./bam/219_5:C7U03ANXX:7:250516147.sort.bam	219_5:C7U03ANXX:7:250516147	PpNa194305_PpNa1943	LR<1960	982
./bam/219_6:C7U03ANXX:7:250516155.sort.bam	219_6:C7U03ANXX:7:250516155	PpNa194306_PpNa1943	LR<1960	982
./bam/2235_1:C7U03ANXX:7:250516178.sort.bam	2235_1:C7U03ANXX:7:250516178	ChNa195806_ChNa1958	LR<1960	2247
./bam/2235_2:C7U03ANXX:7:250516186.sort.bam	2235_2:C7U03ANXX:7:250516186	ChNa195807_ChNa1958	LR<1960	2247
./bam/2235_3:C7U03ANXX:7:250516194.sort.bam	2235_3:C7U03ANXX:7:250516194	ChNa195808_ChNa1958	LR<1960	2247
./bam/2235_4:C7U03ANXX:7:250516107.sort.bam	2235_4:C7U03ANXX:7:250516107	ChNa195805_ChNa1958	LR<1960	2247
./bam/2235_5:C7U03ANXX:7:250516115.sort.bam	2235_5:C7U03ANXX:7:250516115	ChNa195809_ChNa1958	LR<1960	2247
./bam/313_1:C7U03ANXX:7:250516163.sort.bam	313_1:C7U03ANXX:7:250516163	TbNa1946a1_TbNa1946a	LR<1960	870
./bam/313_2:C7U03ANXX:7:250516171.sort.bam	313_2:C7U03ANXX:7:250516171	TbNa1946a2_TbNa1946a	LR<1960	870
./bam/313_3:C7U03ANXX:7:250516179.sort.bam	313_3:C7U03ANXX:7:250516179	TbNa1946a3_TbNa1946a	LR<1960	870
./bam/313_4:C7U03ANXX:7:250516187.sort.bam	313_4:C7U03ANXX:7:250516187	TbNa1946a4_TbNa1946a	LR<1960	870
./bam/313_5:C7U03ANXX:7:250516195.sort.bam	313_5:C7U03ANXX:7:250516195	TbNa1946a5_TbNa1946a	LR<1960	870
./bam/4191_1:C7U03ANXX:7:250516176.sort.bam	4191_1:C7U03ANXX:7:250516191	ZmNa19441b_ZmNa1944	LR<1960	1645
./bam/4191_1:C7U03ANXX:7:250516191.sort.bam	4191_2:C7U03ANXX:7:250516184	ZmNa194402_ZmNa1944	LR<1960	1645
./bam/4191_2:C7U03ANXX:7:250516184.sort.bam	41_4:C872HANXX:7:250583058	SJTm200206_SJTm2002	Zmx>2000	1597
./bam/438_6:C7U03ANXX:7:250516190.sort.bam	438_6:C7U03ANXX:7:250516190	ZmTm200407_ZmTm2004	Zmx>2000	1916
./bam/444_1:C7U03ANXX:7:250516136.sort.bam	444_1:C7U03ANXX:7:250516136	MsTm200401_MsTm2004	Zmx>2000	2180
./bam/444_2:C7U03ANXX:7:250516144.sort.bam	444_2:C7U03ANXX:7:250516144	MsTm200402_MsTm2004	Zmx>2000	2180
./bam/444_3:C7U03ANXX:7:250516152.sort.bam	444_3:C7U03ANXX:7:250516152	MsTm200403_MsTm2004	Zmx>2000	2180
./bam/444_4:C7U03ANXX:7:250516160.sort.bam	444_4:C7U03ANXX:7:250516160	MsTm200404_MsTm2004	Zmx>2000	2180
./bam/444_5:C7U03ANXX:7:250516168.sort.bam	444_5:C7U03ANXX:7:250516168	MsTm200405_MsTm2004	Zmx>2000	2180
./bam/457_1:C7U03ANXX:7:250516197.sort.bam	457_1:C7U03ANXX:7:250516197	VaTp200301_VaTp2003	Zpr>2000	654
./bam/457_2:C7U03ANXX:7:250516110.sort.bam	457_2:C7U03ANXX:7:250516110	VaTp200302_VaTp2003	Zpr>2000	654
./bam/457_3:C7U03ANXX:7:250516118.sort.bam	457_3:C7U03ANXX:7:250516118	VaTp200303_VaTp2003	Zpr>2000	654
./bam/478_1:C7U03ANXX:7:250516130.sort.bam	478_1:C7U03ANXX:7:250516130	ChNa200301_ChNa2003	LR>2000	2705
./bam/478_2:C7U03ANXX:7:250516138.sort.bam	478_2:C7U03ANXX:7:250516138	ChNa200302_ChNa2003	LR>2000	2705
./bam/478_3:C7U03ANXX:7:250516146.sort.bam	478_3:C7U03ANXX:7:250516146	ChNa200303_ChNa2003	LR>2000	2705
./bam/478_4:C7U03ANXX:7:250516154.sort.bam	478_4:C7U03ANXX:7:250516154	ChNa200304_ChNa2003	LR>2000	2705
./bam/478_7:C7U03ANXX:7:250516162.sort.bam	478_7:C7U03ANXX:7:250516162	ChNa200305_ChNa2003	LR>2000	2705
./bam/495_1:C7U03ANXX:7:250516108.sort.bam	495_1:C7U03ANXX:7:250516108	PpTp2003b1_PpTp2003b	Zpr>2000	1890
./bam/495_2:C7U03ANXX:7:250516116.sort.bam	495_2:C7U03ANXX:7:250516116	PpTp2003b2_PpTp2003b	Zpr>2000	1890
./bam/495_3:C7U03ANXX:7:250516156.sort.bam	495_3:C7U03ANXX:7:250516156	PpTp2003b3_PpTp2003b	Zpr>2000	1890
./bam/495_4:C7U03ANXX:7:250516124.sort.bam	495_4:C7U03ANXX:7:250516124	PpTp2003b4_PpTp2003b	Zpr>2000	1890
./bam/495_5:C7U03ANXX:7:250516140.sort.bam	495_5:C7U03ANXX:7:250516140	PpTp2003b5_PpTp2003b	Zpr>2000	1890
./bam/495_6:C7U03ANXX:7:250516148.sort.bam	495_6:C7U03ANXX:7:250516148	PpTp2003b6_PpTp2003b	Zpr>2000	1890
./bam/504_1:C7U03ANXX:7:250516198.sort.bam	504_1:C7U03ANXX:7:250516198	PpTp2003a1_PpTp2003a	Zpr>2000	1173
./bam/504_2:C7U03ANXX:7:250516111.sort.bam	504_2:C7U03ANXX:7:250516111	PpTp2003a2_PpTp2003a	Zpr>2000	1173
./bam/504_4:C7U03ANXX:7:250516119.sort.bam	504_4:C7U03ANXX:7:250516119	PpTp2003a3_PpTp2003a	Zpr>2000	1173
./bam/508_1:C7U03ANXX:7:250516126.sort.bam	508_1:C7U03ANXX:7:250516126	PpNa2003a1_PpNa2003a	LR>2000	1205
./bam/508_2:C7U03ANXX:7:250516134.sort.bam	508_2:C7U03ANXX:7:250516134	PpNa2003a2_PpNa2003a	LR>2000	1205
./bam/508_3:C7U03ANXX:7:250516142.sort.bam	508_3:C7U03ANXX:7:250516142	PpNa2003a3_PpNa2003a	LR>2000	1205
./bam/508_4:C7U03ANXX:7:250516150.sort.bam	508_4:C7U03ANXX:7:250516150	PpNa2003a4_PpNa2003a	LR>2000	1205
./bam/508_5:C7U03ANXX:7:250516158.sort.bam	508_5:C7U03ANXX:7:250516158	PpNa2003a5_PpNa2003a	LR>2000	1205
./bam/521_1:C7U03ANXX:7:250516164.sort.bam	521_1:C7U03ANXX:7:250516164	VaNa200301_VaNa2003	LR>2000	672
./bam/521_2:C7U03ANXX:7:250516172.sort.bam	521_2:C7U03ANXX:7:250516172	VaNa200302_VaNa2003	LR>2000	672
./bam/521_3:C7U03ANXX:7:250516180.sort.bam	521_3:C7U03ANXX:7:250516180	VaNa200303_VaNa2003	LR>2000	672
./bam/521_4:C7U03ANXX:7:250516188.sort.bam	521_4:C7U03ANXX:7:250516188	VaNa200304_VaNa2003	LR>2000	672
./bam/521_5:C7U03ANXX:7:250516196.sort.bam	521_5:C7U03ANXX:7:250516196	VaNa200305_VaNa2003	LR>2000	672
./bam/561_2:C7U03ANXX:7:250516104.sort.bam	561_2:C7U03ANXX:7:250516104	ZmNa200402_ZmNa2004	LR>2000	1910
./bam/561_3:C7U03ANXX:7:250516112.sort.bam	561_3:C7U03ANXX:7:250516112	ZmNa200403_ZmNa2004	LR>2000	1910
./bam/561_5:C7U03ANXX:7:250516120.sort.bam	561_5:C7U03ANXX:7:250516120	ZmNa200404_ZmNa2004	LR>2000	1910
./bam/561_6:C7U03ANXX:7:250516128.sort.bam	561_6:C7U03ANXX:7:250516128	ZmNa200405_ZmNa2004	LR>2000	1910
./bam/563_1:C7U03ANXX:7:250516137.sort.bam	563_1:C7U03ANXX:7:250516137	MsNa200401_MsNa2004	LR>2000	2180
./bam/563_2:C7U03ANXX:7:250516145.sort.bam	563_2:C7U03ANXX:7:250516145	MsNa200402_MsNa2004	LR>2000	2180
./bam/563_3:C7U03ANXX:7:250516153.sort.bam	563_3:C7U03ANXX:7:250516153	MsNa200403_MsNa2004	LR>2000	2180
./bam/563_4:C7U03ANXX:7:250516161.sort.bam	563_4:C7U03ANXX:7:250516161	MsNa200404_MsNa2004	LR>2000	2180
./bam/563_5:C7U03ANXX:7:250516169.sort.bam	563_5:C7U03ANXX:7:250516169	MsNa200405_MsNa2004	LR>2000	2180
./bam/563_6:C7U03ANXX:7:250516177.sort.bam	563_6:C7U03ANXX:7:250516177	MsNa200406_MsNa2004	LR>2000	2180
./bam/AmTm2015_01:CABV0ANXX:1:508293.sort.bam	AmTm2015_01:CABV0ANXX:1:508293	AmTp201501_AmTp2015	Zpr>2000	1678
./bam/AmTm2015_02:CABV0ANXX:1:508370.sort.bam	AmTm2015_02:CABV0ANXX:1:508370	AmTp20152b_AmTp2015	ZprAlo2000	1678
./bam/AmTm2015_03:CABV0ANXX:1:508295.sort.bam	AmTm2015_03:CABV0ANXX:1:508295	AmTp201503_AmTp2015	ZprAlo2000	1678
./bam/AmTm2015_04:CABV0ANXX:1:508296.sort.bam	AmTm2015_04:CABV0ANXX:1:508296	AmTp201504_AmTp2015	ZprAlo2000	1678
./bam/AmTm2015_05:CABV0ANXX:1:508297.sort.bam	AmTm2015_05:CABV0ANXX:1:508297	AmTp201505_AmTp2015	ZprAlo2000	1678
./bam/BoH12015_01:CABV0ANXX:2:508479.sort.bam	BoH12015_01:CABV0ANXX:2:508479	BoH1201501_BoH12015	MV1	1280
./bam/BoH12015_02:CABV0ANXX:2:508480.sort.bam	BoH12015_02:CABV0ANXX:2:508480	BoH1201502_BoH12015	MV1	1280
./bam/BoH12015_03:CABV0ANXX:2:508481.sort.bam	BoH12015_03:CABV0ANXX:2:508481	BoH1201503_BoH12015	MV1	1280
./bam/BoH12015_04:CABV0ANXX:2:508482.sort.bam	BoH12015_04:CABV0ANXX:2:508482	BoH1201504_BoH12015	MV1	1280
./bam/BoH12015_05:CABV0ANXX:2:508483.sort.bam	BoH12015_05:CABV0ANXX:2:508483	BoH1201505_BoH12015	MV1	1280
./bam/BoNa1943_01:CABV0ANXX:1:508312.sort.bam	BoNa1943_01:CABV0ANXX:1:508312	BoNa194301_BoNa1943	LR<1960	1684
./bam/BoNa1943_02:CABV0ANXX:1:508313.sort.bam	BoNa1943_02:CABV0ANXX:1:508313	BoNa194302_BoNa1943	LR<1960	1684
./bam/BoNa1943_03:CABV0ANXX:1:508314.sort.bam	BoNa1943_03:CABV0ANXX:1:508314	BoNa194303_BoNa1943	LR<1960	1684
./bam/BoNa1943_04:CABV0ANXX:1:508315.sort.bam	BoNa1943_04:CABV0ANXX:1:508315	BoNa194304_BoNa1943	LR<1960	1684
./bam/BoNa1943_05:CABV0ANXX:1:508316.sort.bam	BoNa1943_05:CABV0ANXX:1:508316	BoNa194305_BoNa1943	LR<1960	1684
./bam/BoNa1943_06:CABV0ANXX:1:508317.sort.bam	BoNa1943_06:CABV0ANXX:1:508317	BoNa194306_BoNa1943	LR<1960	1684
./bam/BoNa1970_01:CABV0ANXX:1:508371.sort.bam	BoNa1970_01:CABV0ANXX:1:508371	BoNa197001_BoNa1970	LR>1960	1471
./bam/BoNa1970_02:CABV0ANXX:1:508372.sort.bam	BoNa1970_02:CABV0ANXX:1:508372	BoNa197002_BoNa1970	LR>1960	1471
./bam/BoNa1970_03:CABV0ANXX:1:508373.sort.bam	BoNa1970_03:CABV0ANXX:1:508373	BoNa197003_BoNa1970	LR>1960	1471
./bam/BoNa1970_04:CABV0ANXX:1:508374.sort.bam	BoNa1970_04:CABV0ANXX:1:508374	BoNa197004_BoNa1970	LR>1960	1471
./bam/BoNa1970_05:CABV0ANXX:1:508375.sort.bam	BoNa1970_05:CABV0ANXX:1:508375	BoNa197005_BoNa1970	LR>1960	1471
./bam/BoNa2003_01:CABV0ANXX:1:508336.sort.bam	BoNa2003_01:CABV0ANXX:1:508336	BoNa200301_BoNa2003	LR>2000	1320
./bam/BoNa2003_02:CABV0ANXX:1:508337.sort.bam	BoNa2003_02:CABV0ANXX:1:508337	BoNa200302_BoNa2003	LR>2000	1320
./bam/BoNa2003_03:CABV0ANXX:1:508338.sort.bam	BoNa2003_03:CABV0ANXX:1:508338	BoNa200303_BoNa2003	LR>2000	1320
./bam/BoNa2003_04:CABV0ANXX:1:508339.sort.bam	BoNa2003_04:CABV0ANXX:1:508339	BoNa200304_BoNa2003	LR>2000	1320
./bam/BoNa2003_05_:CABV0ANXX:3:508566.sort.bam	BoNa2003_05_:CABV0ANXX:3:508566	BoNa20034a_BoNa2003	LR>2000	1320
./bam/BoNa2003_05_:CABV0ANXX:3:508579.sort.bam	BoNa2003_05_:CABV0ANXX:3:508579	BoNa20034b_BoNa2003	LR>2000	1320
./bam/BoNa2003_06_:CABV0ANXX:3:508580.sort.bam	BoNa2003_06_:CABV0ANXX:3:508580	BoNa200305_BoNa2003	LR>2000	1320
./bam/BoNa2015_01:CABV0ANXX:2:508467.sort.bam	BoNa2015_01:CABV0ANXX:2:508467	BoNa201501_BoNa2015	LR>2000	1280
./bam/BoNa2015_02:CABV0ANXX:2:508468.sort.bam	BoNa2015_02:CABV0ANXX:2:508468	BoNa201502_BoNa2015	LR>2000	1280
./bam/BoNa2015_03:CABV0ANXX:2:508469.sort.bam	BoNa2015_03:CABV0ANXX:2:508469	BoNa201503_BoNa2015	LR>2000	1280
./bam/BoNa2015_04:CABV0ANXX:2:508470.sort.bam	BoNa2015_04:CABV0ANXX:2:508470	BoNa201504_BoNa2015	LR>2000	1280
./bam/BoNa2015_05:CABV0ANXX:2:508471.sort.bam	BoNa2015_05:CABV0ANXX:2:508471	BoNa201505_BoNa2015	LR>2000	1280
./bam/BoNa2015_06:CABV0ANXX:2:508473.sort.bam	BoNa2015_06:CABV0ANXX:2:508473	BoNa201506_BoNa2015	LR>2000	1280
./bam/BoNa2015_07:CABV0ANXX:2:508474.sort.bam	BoNa2015_07:CABV0ANXX:2:508474	BoNa201507_BoNa2015	LR>2000	1129
./bam/BoNa2015_08:CABV0ANXX:2:508475.sort.bam	BoNa2015_08:CABV0ANXX:2:508475	BoNa201508_BoNa2015	LR>2000	1129
./bam/BoNa2015_09:CABV0ANXX:2:508476.sort.bam	BoNa2015_09:CABV0ANXX:2:508476	BoNa201509_BoNa2015	LR>2000	1129
./bam/BoNa2015_10:CABV0ANXX:2:508477.sort.bam	BoNa2015_10:CABV0ANXX:2:508477	BoNa201510_BoNa2015	LR>2000	1129
./bam/BoNa2015_11:CABV0ANXX:2:508478.sort.bam	BoNa2015_11:CABV0ANXX:2:508478	BoNa201511_BoNa2015	LR>2000	1129
./bam/BoTN2015_01:CABV0ANXX:2:508484.sort.bam	BoTN2015_01:CABV0ANXX:2:508484	BoTN201501_BoTN2015	TN	1280
./bam/BoTN2015_02:CABV0ANXX:3:508485.sort.bam	BoTN2015_02:CABV0ANXX:3:508485	BoTN201502_BoTN2015	TN	1280
./bam/BoTN2015_03:CABV0ANXX:3:508532.sort.bam	BoTN2015_03:CABV0ANXX:3:508532	BoTN20153b_BoTN2015	TN	1280
./bam/BoTN2015_04:CABV0ANXX:3:508487.sort.bam	BoTN2015_04:CABV0ANXX:3:508487	BoTN201504_BoTN2015	TN	1280
./bam/BoTp1978_01:CABV0ANXX:2:508391.sort.bam	BoTp1978_01:CABV0ANXX:2:508391	PpTp197801_PpTp1978	Zpr1980	1920
./bam/BoTp2003_01:CABV0ANXX:3:508512.sort.bam	BoTp2003_01:CABV0ANXX:3:508512	BoTp200301_BoTp2003	Zpr>2000	1272
./bam/BoTp2003_02:CABV0ANXX:3:508513.sort.bam	BoTp2003_02:CABV0ANXX:3:508513	BoTp200302_BoTp2003	Zpr>2000	1272
./bam/BoTp2003_03:CABV0ANXX:3:508514.sort.bam	BoTp2003_03:CABV0ANXX:3:508514	BoTp200303_BoTp2003	Zpr>2000	1272
./bam/BoTp2003_04:CABV0ANXX:3:508515.sort.bam	BoTp2003_04:CABV0ANXX:3:508515	BoTp200304_BoTp2003	Zpr>2000	1272
./bam/BoTp2003_05:CABV0ANXX:3:508516.sort.bam	BoTp2003_05:CABV0ANXX:3:508516	BoTp200305_BoTp2003	Zpr>2000	1272
./bam/BoTp2015_01:CABV0ANXX:2:508472.sort.bam	BoTp2015_01:CABV0ANXX:2:508472	BoTp20151b_BoTp2015	Zpr>2000	1280
./bam/BoTp2015_01:CABV0ANXX:3:508488.sort.bam	BoTp2015_01:CABV0ANXX:3:508488	BoTp201507_BoTp2015	Zpr>2000	1280
./bam/BoTp2015_02:CABV0ANXX:3:508489.sort.bam	BoTp2015_02:CABV0ANXX:3:508489	BoTp201502_BoTp2015	Zpr>2000	1280
./bam/BoTp2015_03:CABV0ANXX:3:508490.sort.bam	BoTp2015_03:CABV0ANXX:3:508490	BoTp201503_BoTp2015	Zpr>2000	1280
./bam/BoTp2015_04:CABV0ANXX:3:508491.sort.bam	BoTp2015_04:CABV0ANXX:3:508491	BoTp201504_BoTp2015	Zpr>2000	1280
./bam/BoTp2015_05:CABV0ANXX:3:508492.sort.bam	BoTp2015_05:CABV0ANXX:3:508492	BoTp201505_BoTp2015	Zpr>2000	1280
./bam/BoTp2015_06:CABV0ANXX:3:508493.sort.bam	BoTp2015_06:CABV0ANXX:3:508493	BoTp201506_BoTp2015	Zpr>2000	1280
./bam/ChNa1958_01:CABV0ANXX:3:508574.sort.bam	ChNa1958_01:CABV0ANXX:3:508574	ChNa195801_ChNa1958	LR<1960	2247
./bam/ChNa1958_02:CABV0ANXX:3:508575.sort.bam	ChNa1958_02:CABV0ANXX:3:508575	ChNa195802_ChNa1958	LR<1960	2247
./bam/ChNa1958_03:CABV0ANXX:3:508576.sort.bam	ChNa1958_03:CABV0ANXX:3:508576	ChNa195803_ChNa1958	LR<1960	2247
./bam/ChNa1958_04:CABV0ANXX:3:508577.sort.bam	ChNa1958_04:CABV0ANXX:3:508577	ChNa195804_ChNa1958	LR<1960	2247
./bam/ChNa1972_01:CABV0ANXX:3:508524.sort.bam	ChNa1972_01:CABV0ANXX:3:508524	ChNa197201_ChNa1972	LR>1960	2300
./bam/ChNa1972_02:CABV0ANXX:3:508525.sort.bam	ChNa1972_02:CABV0ANXX:3:508525	ChNa197202_ChNa1972	LR>1960	2300
./bam/ChNa1972_03:CABV0ANXX:3:508526.sort.bam	ChNa1972_03:CABV0ANXX:3:508526	ChNa197203_ChNa1972	LR>1960	2300
