New.Fam	New.ID	Original.Fam	Original.ID	Classification	Classification.1	Classification.3	Inbred.line	Accesion.N	Accesion	Breeding.program	GeneticPool.1	GeneticPool.2
SJH12015	SJH1201503	SJH12015	SJH1201503	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	SJH1201503	NA	NA	MV2	MV2	MV2
SJH12015	SJH1201504	SJH12015	SJH1201504	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	SJH1201504	NA	NA	MV2	MV2	MV2
SJH12015	SJH1201505	SJH12015	SJH1201505	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	SJH1201505	NA	NA	MV2	MV2	MV2
TbH12015	TbH1201501	TbH12015	TbH1201501	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	TbH1201501	NA	NA	MV1	MV1	MV1
TbH12015	TbH1201502	TbH12015	TbH1201502	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	TbH1201502	NA	NA	MV1	MV1	MV1
TbH12015	TbH1201503	TbH12015	TbH1201503	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	TbH1201503	NA	NA	MV1	MV1	MV1
TbH12015	TbH1201504	TbH12015	TbH1201504	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	TbH1201504	NA	NA	MV1	MV1	MV1
TbH12015	TbH1201505	TbH12015	TbH1201505	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	TbH1201505	NA	NA	MV1	MV1	MV1
TbH12015	TbH1201506	TbH12015	TbH1201506	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	TbH1201506	NA	NA	MV1	MV1	MV1
ZmH12015	ZmH1201501	ZmH12015	ZmH1201501	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	ZmH1201501	NA	NA	MV1	MV1	MV1
ZmH12015	ZmH1201502	ZmH12015	ZmH1201502	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	ZmH1201502	NA	NA	MV1	MV1	MV1
ZmH12015	ZmH1201503	ZmH12015	ZmH1201503	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	ZmH1201503	NA	NA	MV1	MV1	MV1
ZmH12015	ZmH1201504	ZmH12015	ZmH1201504	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	ZmH1201504	NA	NA	MV1	MV1	MV1
ZmH12015	ZmH1201505	ZmH12015	ZmH1201505	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	ZmH1201505	NA	NA	MV1	MV1	MV1
ZmH22015	ZmH2201501	ZmH22015	ZmH2201501	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	ZmH2201501	NA	NA	MV2	MV2	MV2
ZmH22015	ZmH2201502	ZmH22015	ZmH2201502	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	ZmH2201502	NA	NA	MV2	MV2	MV2
ZmH22015	ZmH2201503	ZmH22015	ZmH2201503	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	ZmH2201503	NA	NA	MV2	MV2	MV2
ZmH22015	ZmH2201504	ZmH22015	ZmH2201504	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	ZmH2201504	NA	NA	MV2	MV2	MV2
ZmH22015	ZmH2201505	ZmH22015	ZmH2201505	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	ZmH2201505	NA	NA	MV2	MV2	MV2
ZmH32015	ZmH3201501	ZmH32015	ZmH3201501	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	ZmH3201501	NA	NA	MV2	MV2	MV2
ZmH32015	ZmH3201502	ZmH32015	ZmH3201502	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	ZmH3201502	NA	NA	MV2	MV2	MV2
ZmH32015	ZmH3201503	ZmH32015	ZmH3201503	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	ZmH3201503	NA	NA	MV2	MV2	MV2
ZmH32015	ZmH3201504	ZmH32015	ZmH3201504	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	ZmH3201504	NA	NA	MV2	MV2	MV2
ZmH32015	ZmH3201505	ZmH32015	ZmH3201505	Modern Varieties Cluster 2	Modern Varieties Cluster 2	Modern Varieties Cluster 2	ZmH3201505	NA	NA	MV2	MV2	MV2
ZmH42015	ZmH4201501	ZmH42015	ZmH4201501	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	ZmH4201501	NA	NA	MV1	MV1	MV1
ZmH42015	ZmH4201502	ZmH42015	ZmH4201502	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	ZmH4201502	NA	NA	MV1	MV1	MV1
ZmH42015	ZmH4201503	ZmH42015	ZmH4201503	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	ZmH4201503	NA	NA	MV1	MV1	MV1
ZmH42015	ZmH4201504	ZmH42015	ZmH4201504	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	ZmH4201504	NA	NA	MV1	MV1	MV1
ZmH42015	ZmH4201505	ZmH42015	ZmH4201505	Modern Varieties Cluster 1	Modern Varieties Cluster 1	Modern Varieties Cluster 1	ZmH4201505	NA	NA	MV1	MV1	MV1
PpTp2003b	PpTp2003b1	PpTp2003b	PpTp2003b1	0	-9	NA	NA	NA	NA	parviglumis	parviglumis	parviglumis
PpTp2003b	PpTp2003b2	PpTp2003b	PpTp2003b2	0	-9	NA	NA	NA	NA	parviglumis	parviglumis	parviglumis
PpTp2003b	PpTp2003b3	PpTp2003b	PpTp2003b3	0	-9	NA	NA	NA	NA	parviglumis	parviglumis	parviglumis
PpTp2003b	PpTp2003b4	PpTp2003b	PpTp2003b4	0	-9	NA	NA	NA	NA	parviglumis	parviglumis	parviglumis
PpTp2003b	PpTp2003b5	PpTp2003b	PpTp2003b5	0	-9	NA	NA	NA	NA	parviglumis	parviglumis	parviglumis
PpTp2003b	PpTp2003b6	PpTp2003b	PpTp2003b6	0	-9	NA	NA	NA	NA	parviglumis	parviglumis	parviglumis
PpTp2003a	PpTp2003a1	PpTp2003a	PpTp2003a1	0	-9	NA	NA	NA	NA	parviglumis	parviglumis	parviglumis
PpTp2003a	PpTp2003a2	PpTp2003a	PpTp2003a2	0	-9	NA	NA	NA	NA	parviglumis	parviglumis	parviglumis
PpTp2003a	PpTp2003a3	PpTp2003a	PpTp2003a3	0	-9	NA	NA	NA	NA	parviglumis	parviglumis	parviglumis
